Year,Location,Environment,Block,Plot,RIL Family,Line,QTL_Allele,Type,Condition,Researcher,Yield
2021,WE_South Charleston,2021_E_South_Char,2,2201,4213,4213_37,PI 105B,Exp,Non-disease,Chris,1260.771457
2021,WE_South Charleston,2021_E_South_Char,2,1402,4060,4060_30,PI 105B,Exp,Non-disease,Chris,1253.186849
2021,WE_South Charleston,2021_E_South_Char,2,2401,4213,4213_21,OX,Exp,Non-disease,Chris,1250.288666
2021,WE_South Charleston,2021_E_South_Char,2,1303,4060,4060_6,OX,Exp,Non-disease,Chris,1241.285798
2021,WE_South Charleston,2021_E_South_Char,1,503,4213,4213_31,PI 105B,Exp,Non-disease,Chris,1227.719833
2021,WE_South Charleston,2021_E_South_Char,2,2304,4213,4213_31,PI 105B,Exp,Non-disease,Chris,1215.263811
2021,WE_South Charleston,2021_E_South_Char,2,2305,4213,4213_56,OX,Exp,Non-disease,Chris,1207.555876
2021,WE_South Charleston,2021_E_South_Char,1,502,4213,4213_21,OX,Exp,Non-disease,Chris,1207.185895
2021,WE_South Charleston,2021_E_South_Char,2,2402,4213,4213_40,PI 105B,Exp,Non-disease,Chris,1206.322607
2021,WE_South Charleston,2021_E_South_Char,2,1302,4060,4060_43,PI 105B,Exp,Non-disease,Chris,1179.437331
2021,WE_South Charleston,2021_E_South_Char,2,1401,4060,4060_40,PI 105B,Exp,Non-disease,Chris,1175.860849
2021,WE_South Charleston,2021_E_South_Char,1,801,4060,4060_30,PI 105B,Exp,Non-disease,Chris,1167.844597
2021,WE_South Charleston,2021_E_South_Char,1,1204,3064,3064_25,OX,Exp,Non-disease,Chris,1164.88475
2021,WE_South Charleston,2021_E_South_Char,1,701,4060,4060_6,OX,Exp,Non-disease,Chris,1163.65148
2021,WE_South Charleston,2021_E_South_Char,2,1605,3064,3064_7,PI 106,Exp,Non-disease,Chris,1156.066873
2021,WE_South Charleston,2021_E_South_Char,2,2302,4213,4213_14,OX,Exp,Non-disease,Chris,1155.511901
2021,WE_South Charleston,2021_E_South_Char,2,1503,4060,4060_26,OX,Exp,Non-disease,Chris,1153.415343
2021,WE_South Charleston,2021_E_South_Char,1,404,4213,4213_40,PI 105B,Exp,Non-disease,Chris,1152.552055
2021,WE_South Charleston,2021_E_South_Char,1,101,4213,4213_1,OX,Exp,Non-disease,Chris,1144.412476
2021,WE_South Charleston,2021_E_South_Char,2,2203,4213,4213_30,PI 105B,Exp,Non-disease,Chris,1133.374713
2021,WE_South Charleston,2021_E_South_Char,1,102,4213,4213_46,OX,Exp,Non-disease,Chris,1117.280545
2021,WE_South Charleston,2021_E_South_Char,2,1704,3064,3064_24,PI 106,Exp,Non-disease,Chris,1110.004255
2021,WE_South Charleston,2021_E_South_Char,1,1002,3064,3064_27,OX,Exp,Non-disease,Chris,1094.156741
2021,WE_South Charleston,2021_E_South_Char,1,1004,3064,3064_7,PI 106,Exp,Non-disease,Chris,1088.853682
2021,WE_South Charleston,2021_E_South_Char,1,1205,3064,3064_2,PI 106,Exp,Non-disease,Chris,1087.188769
2021,WE_South Charleston,2021_E_South_Char,1,302,4213,4213_29,PI 105B,Exp,Non-disease,Chris,1086.202153
2021,WE_South Charleston,2021_E_South_Char,1,403,4213,4213_14,OX,Exp,Non-disease,Chris,1059.686858
2021,WE_South Charleston,2021_E_South_Char,1,805,4060,4060_48,OX,Exp,Non-disease,Chris,1045.195941
2021,WE_South Charleston,2021_E_South_Char,1,1202,3064,3064_3,PI 106,Exp,Non-disease,Chris,1026.38858
2021,WE_South Charleston,2021_E_South_Char,2,2005,4213,4213_11,PI 105B,Exp,Non-disease,Chris,1006.039632
2021,WE_South Charleston,2021_E_South_Char,2,2403,4213,4213_32,PI 105B,Exp,Non-disease,Chris,992.9669752
2021,WE_South Charleston,2021_E_South_Char,2,1504,4060,4060_42,OX,Exp,Non-disease,Chris,982.5458475
2021,WE_South Charleston,2021_E_South_Char,1,105,4213,4213_37,PI 105B,Exp,Non-disease,Chris,937.5315091
2021,WE_South Charleston,2021_E_South_Char,1,301,4213,4213_8,OX,Exp,Non-disease,Chris,903.2466157
2021,WE_South Charleston,2021_E_South_Char,1,401,4213,4213_47,OX,Exp,Non-disease,Chris,878.087917
2021,WE_South Charleston,2021_E_South_Char,2,1505,4060,4060_7,OX,Exp,Non-disease,Chris,871.7365788
2021,WE_South Charleston,2021_E_South_Char,1,901,4060,4060_35,PI 105B,Exp,Non-disease,Chris,867.1734815
2021,WE_South Charleston,2021_E_South_Char,2,1403,4060,4060_35,PI 105B,Exp,Non-disease,Chris,864.7069424
2021,WE_South Charleston,2021_E_South_Char,2,2404,4213,4213_41,OX,Exp,Non-disease,Chris,836.7117237
2021,WE_South Charleston,2021_E_South_Char,1,804,4060,4060_26,OX,Exp,Non-disease,Chris,829.9904047
2021,WE_South Charleston,2021_E_South_Char,1,402,4213,4213_28,OX,Exp,Non-disease,Chris,816.732757
2021,WE_South Charleston,2021_E_South_Char,2,1904,4213,4213_1,OX,Exp,Non-disease,Chris,799.9602912
2021,WE_South Charleston,2021_E_South_Char,1,1104,3064,3064_19,OX,Exp,Non-disease,Chris,790.7724331
2021,WE_South Charleston,2021_E_South_Char,2,1305,4060,4060_24,OX,Exp,Non-disease,Chris,778.6863915
2021,WE_South Charleston,2021_E_South_Char,1,303,4213,4213_41,OX,Exp,Non-disease,Chris,738.4818043
2021,WE_South Charleston,2021_E_South_Char,1,305,4213,4213_10,OX,Exp,Non-disease,Chris,677.9282696
2021,WE_South Charleston,2021_E_South_Char,1,304,4213,4213_20,PI 105B,Exp,Non-disease,Chris,638.2786537
2021,Wooster,2021_Wooster,1,102,4213,4213_33,PI 105B,Exp,Non-disease,Chris,2513.752692
2021,Wooster,2021_Wooster,1,1004,4060,4060_14,PI 105B,Exp,Non-disease,Chris,2383.013927
2021,Wooster,2021_Wooster,1,1005,4060,4060_36,PI 105B,Exp,Non-disease,Chris,2377.476756
2021,Wooster,2021_Wooster,1,303,4213,4213_18,PI 105B,Exp,Non-disease,Chris,2327.457642
2021,Wooster,2021_Wooster,2,1805,4060,4060_14,PI 105B,Exp,Non-disease,Chris,2301.679034
2021,Wooster,2021_Wooster,1,501,4213,4213_17,PI 105B,Exp,Non-disease,Chris,2279.468825
2021,Wooster,2021_Wooster,2,2402,4213,4213_18,PI 105B,Exp,Non-disease,Chris,2279.222728
2021,Wooster,2021_Wooster,2,1604,4060,4060_36,PI 105B,Exp,Non-disease,Chris,2182.691376
2021,Wooster,2021_Wooster,1,904,3064,3064_39,OX,Exp,Non-disease,Chris,2177.338778
2021,Wooster,2021_Wooster,2,1502,3064,3064_39,OX,Exp,Non-disease,Chris,2026.789244
2021,Wooster,2021_Wooster,2,2302,4213,4213_33,PI 105B,Exp,Non-disease,Chris,1971.294484
2021,Wooster,2021_Wooster,1,204,4213,4213_41,OX,Exp,Non-disease,Chris,1916.35344
2021,Wooster,2021_Wooster,2,2102,4213,4213_17,PI 105B,Exp,Non-disease,Chris,1900.726312
2021,Wooster,2021_Wooster,1,703,3064,3064_2,PI 106,Exp,Non-disease,Chris,1895.189141
2021,Wooster,2021_Wooster,1,101,4213,4213_45,OX,Exp,Non-disease,Chris,1862.519831
2021,Wooster,2021_Wooster,1,203,4213,4213_40,PI 105B,Exp,Non-disease,Chris,1813.608152
2021,Wooster,2021_Wooster,1,405,4213,4213_20,PI 105B,Exp,Non-disease,Chris,1747.96191
2021,Wooster,2021_Wooster,1,202,4213,4213_8,OX,Exp,Non-disease,Chris,1747.408193
2021,Wooster,2021_Wooster,1,105,4213,4213_31,PI 105B,Exp,Non-disease,Chris,1741.932546
2021,Wooster,2021_Wooster,1,903,3064,3064_36,OX,Exp,Non-disease,Chris,1741.68645
2021,Wooster,2021_Wooster,1,705,3064,3064_7,PI 106,Exp,Non-disease,Chris,1732.519355
2021,Wooster,2021_Wooster,1,905,3064,3064_50,PI 106,Exp,Non-disease,Chris,1706.310078
2021,Wooster,2021_Wooster,2,2404,4213,4213_41,OX,Exp,Non-disease,Chris,1688.652654
2021,Wooster,2021_Wooster,2,2403,4213,4213_56,OX,Exp,Non-disease,Chris,1686.007117
2021,Wooster,2021_Wooster,1,404,4213,4213_11,PI 105B,Exp,Non-disease,Chris,1668.411217
2021,Wooster,2021_Wooster,2,1305,3064,3064_32,PI 106,Exp,Non-disease,Chris,1661.766612
2021,Wooster,2021_Wooster,1,1003,4060,4060_44,OX,Exp,Non-disease,Chris,1654.629813
2021,Wooster,2021_Wooster,2,2105,4213,4213_20,PI 105B,Exp,Non-disease,Chris,1645.216622
2021,Wooster,2021_Wooster,1,1201,4060,4060_7,OX,Exp,Non-disease,Chris,1638.510492
2021,Wooster,2021_Wooster,2,2103,4213,4213_40,PI 105B,Exp,Non-disease,Chris,1636.418672
2021,Wooster,2021_Wooster,1,604,4213,4213_14,OX,Exp,Non-disease,Chris,1632.419604
2021,Wooster,2021_Wooster,1,301,4213,4213_9,OX,Exp,Non-disease,Chris,1620.299351
2021,Wooster,2021_Wooster,1,601,4213,4213_56,OX,Exp,Non-disease,Chris,1613.531698
2021,Wooster,2021_Wooster,1,603,4213,4213_10,OX,Exp,Non-disease,Chris,1608.056051
2021,Wooster,2021_Wooster,2,1303,3064,3064_3,PI 106,Exp,Non-disease,Chris,1598.089142
2021,Wooster,2021_Wooster,1,805,3064,3064_27,OX,Exp,Non-disease,Chris,1595.443605
2021,Wooster,2021_Wooster,1,402,4213,4213_32,PI 105B,Exp,Non-disease,Chris,1587.445469
2021,Wooster,2021_Wooster,2,1705,4060,4060_44,OX,Exp,Non-disease,Chris,1581.539153
2021,Wooster,2021_Wooster,1,1202,4060,4060_40,PI 105B,Exp,Non-disease,Chris,1580.985436
2021,Wooster,2021_Wooster,2,1505,3064,3064_7,PI 106,Exp,Non-disease,Chris,1573.233396
2021,Wooster,2021_Wooster,1,103,4213,4213_46,OX,Exp,Non-disease,Chris,1564.927639
2021,Wooster,2021_Wooster,2,1602,4060,4060_43,PI 105B,Exp,Non-disease,Chris,1564.373922
2021,Wooster,2021_Wooster,2,2003,4213,4213_31,PI 105B,Exp,Non-disease,Chris,1562.282102
2021,Wooster,2021_Wooster,2,1704,4060,4060_7,OX,Exp,Non-disease,Chris,1557.790841
2021,Wooster,2021_Wooster,1,1105,4060,4060_26,OX,Exp,Non-disease,Chris,1553.484152
2021,Wooster,2021_Wooster,1,201,4213,4213_30,PI 105B,Exp,Non-disease,Chris,1544.80925
2021,Wooster,2021_Wooster,1,801,3064,3064_14,PI 106,Exp,Non-disease,Chris,1543.455719
2021,Wooster,2021_Wooster,2,1605,4060,4060_24,OX,Exp,Non-disease,Chris,1541.302375
2021,Wooster,2021_Wooster,2,2104,4213,4213_28,OX,Exp,Non-disease,Chris,1535.026914
2021,Wooster,2021_Wooster,2,1302,3064,3064_2,PI 106,Exp,Non-disease,Chris,1532.135281
2021,Wooster,2021_Wooster,1,1101,4060,4060_6,OX,Exp,Non-disease,Chris,1529.551267
2021,Wooster,2021_Wooster,2,1402,3064,3064_50,PI 106,Exp,Non-disease,Chris,1520.630269
2021,Wooster,2021_Wooster,1,505,4213,4213_49,PI 105B,Exp,Non-disease,Chris,1518.907594
2021,Wooster,2021_Wooster,1,1002,4060,4060_24,OX,Exp,Non-disease,Chris,1505.187714
2021,Wooster,2021_Wooster,2,1405,3064,3064_36,OX,Exp,Non-disease,Chris,1488.022483
2021,Wooster,2021_Wooster,2,1401,3064,3064_25,OX,Exp,Non-disease,Chris,1484.823229
2021,Wooster,2021_Wooster,2,1702,4060,4060_42,OX,Exp,Non-disease,Chris,1473.195169
2021,Wooster,2021_Wooster,1,901,3064,3064_28,OX,Exp,Non-disease,Chris,1469.503721
2021,Wooster,2021_Wooster,2,1804,4060,4060_40,PI 105B,Exp,Non-disease,Chris,1468.457811
2021,Wooster,2021_Wooster,2,2204,4213,4213_29,PI 105B,Exp,Non-disease,Chris,1462.428447
2021,Wooster,2021_Wooster,1,902,3064,3064_32,PI 106,Exp,Non-disease,Chris,1461.936254
2021,Wooster,2021_Wooster,1,602,4213,4213_28,OX,Exp,Non-disease,Chris,1459.967482
2021,Wooster,2021_Wooster,1,302,4213,4213_29,PI 105B,Exp,Non-disease,Chris,1452.400015
2021,Wooster,2021_Wooster,1,704,3064,3064_3,PI 106,Exp,Non-disease,Chris,1449.692953
2021,Wooster,2021_Wooster,1,1103,4060,4060_30,PI 105B,Exp,Non-disease,Chris,1446.247602
2021,Wooster,2021_Wooster,2,2005,4213,4213_9,OX,Exp,Non-disease,Chris,1442.125486
2021,Wooster,2021_Wooster,2,2205,4213,4213_32,PI 105B,Exp,Non-disease,Chris,1435.665453
2021,Wooster,2021_Wooster,2,1603,4060,4060_26,OX,Exp,Non-disease,Chris,1434.558019
2021,Wooster,2021_Wooster,2,1403,3064,3064_14,PI 106,Exp,Non-disease,Chris,1421.576428
2021,Wooster,2021_Wooster,1,803,3064,3064_24,PI 106,Exp,Non-disease,Chris,1419.423084
2021,Wooster,2021_Wooster,1,804,3064,3064_25,OX,Exp,Non-disease,Chris,1370.265308
2021,Wooster,2021_Wooster,2,2304,4213,4213_45,OX,Exp,Non-disease,Chris,1353.899891
2021,Wooster,2021_Wooster,1,304,4213,4213_47,OX,Exp,Non-disease,Chris,1352.484836
2021,Wooster,2021_Wooster,2,2201,4213,4213_8,OX,Exp,Non-disease,Chris,1351.069781
2021,Wooster,2021_Wooster,2,2001,4213,4213_46,OX,Exp,Non-disease,Chris,1348.116623
2021,Wooster,2021_Wooster,2,1904,4213,4213_11,PI 105B,Exp,Non-disease,Chris,1344.855845
2021,Wooster,2021_Wooster,2,2203,4213,4213_30,PI 105B,Exp,Non-disease,Chris,1328.059758
2021,Wooster,2021_Wooster,2,2303,4213,4213_37,PI 105B,Exp,Non-disease,Chris,1318.708091
2021,Wooster,2021_Wooster,1,403,4213,4213_1,OX,Exp,Non-disease,Chris,1315.385789
2021,Wooster,2021_Wooster,2,2101,4213,4213_47,OX,Exp,Non-disease,Chris,1312.924824
2021,Wooster,2021_Wooster,2,1304,3064,3064_24,PI 106,Exp,Non-disease,Chris,1289.29956
2021,Wooster,2021_Wooster,2,1404,3064,3064_27,OX,Exp,Non-disease,Chris,1281.362948
2021,Wooster,2021_Wooster,1,504,4213,4213_21,OX,Exp,Non-disease,Chris,1265.612772
2021,Wooster,2021_Wooster,2,1703,4060,4060_6,OX,Exp,Non-disease,Chris,1265.243627
2021,Wooster,2021_Wooster,1,802,3064,3064_19,OX,Exp,Non-disease,Chris,1254.907574
2021,Wooster,2021_Wooster,2,1601,4060,4060_30,PI 105B,Exp,Non-disease,Chris,1231.466882
2021,Wooster,2021_Wooster,1,1203,4060,4060_35,PI 105B,Exp,Non-disease,Chris,1214.178603
2021,Wooster,2021_Wooster,2,2405,4213,4213_14,OX,Exp,Non-disease,Chris,1214.055555
2021,Wooster,2021_Wooster,1,1001,4060,4060_48,OX,Exp,Non-disease,Chris,1206.734184
2021,Wooster,2021_Wooster,1,305,4213,4213_37,PI 105B,Exp,Non-disease,Chris,1189.568953
2021,Wooster,2021_Wooster,2,1301,3064,3064_28,OX,Exp,Non-disease,Chris,1189.199809
2021,Wooster,2021_Wooster,2,1905,4213,4213_49,PI 105B,Exp,Non-disease,Chris,1180.647955
2021,Wooster,2021_Wooster,1,1204,4060,4060_43,PI 105B,Exp,Non-disease,Chris,1173.080488
2021,Wooster,2021_Wooster,2,1803,4060,4060_48,OX,Exp,Non-disease,Chris,1164.528635
2021,Wooster,2021_Wooster,2,1802,4060,4060_35,PI 105B,Exp,Non-disease,Chris,1152.777527
2021,Wooster,2021_Wooster,1,1205,4060,4060_42,OX,Exp,Non-disease,Chris,1084.916417
2021,Wooster,2021_Wooster,2,1501,3064,3064_19,OX,Exp,Non-disease,Chris,1079.133149
2021,Wooster,2021_Wooster,2,2004,4213,4213_21,OX,Exp,Non-disease,Chris,1076.179991
2021,Wooster,2021_Wooster,2,2202,4213,4213_10,OX,Exp,Non-disease,Chris,1063.382973
2021,Wooster,2021_Wooster,2,2301,4213,4213_1,OX,Exp,Non-disease,Chris,1007.211448
2021,Wooster,2021_Wooster,2,2305,4213,4213_2,PI 105B,Exp,Non-disease,Chris,943.5339783
2021,Wooster,2021_Wooster,1,205,4213,4213_2,PI 105B,Exp,Non-disease,Chris,725.2463834
